ID	Coyote	Fox	Site	Block	Year	WolfPresent	EdgeDistance	Zone	Coyote:FoxRatio	Fox:CoyoteRatio	CoyotePrice	FoxPrice
2483	49	13	Saskatch	Z034	1995	NoWolf	109.11	NoWolf	4.62	0.22	31	22
2484	13	0	Saskatch	Z035	1995	NoWolf	64.72	NoWolf	5.12	0.20	31	22
2485	68	57	Saskatch	Z036	1995	NoWolf	138.51	NoWolf	3.23	0.31	31	22
2486	99	102	Saskatch	Z037	1995	NoWolf	50.16	NoWolf	3.49	0.29	31	22
2487	136	74	Saskatch	Z038	1995	NoWolf	140.06	NoWolf	3.12	0.32	31	22
2488	103	85	Saskatch	Z039	1995	NoWolf	81.83	NoWolf	4.19	0.24	31	22
2489	74	26	Saskatch	Z040	1995	NoWolf	52.17	NoWolf	3.36	0.30	31	22
2490	430	137	Saskatch	Z041	1995	NoWolf	61.13	NoWolf	2.77	0.36	31	22
2491	265	135	Saskatch	Z042	1995	Wolf	2.67	Transition	3.62	0.28	31	22
2492	128	86	Saskatch	Z043	1995	Wolf	50.71	Transition	2.45	0.41	31	22
2493	104	30	Saskatch	Z044	1995	NoWolf	46.63	NoWolf	3.69	0.27	31	22
2494	344	0	Saskatch	Z045	1995	NoWolf	48.41	NoWolf	5.71	0.18	31	22
2495	78	3	Saskatch	Z046	1995	NoWolf	75.22	NoWolf	7.59	0.13	31	22
2496	820	118	Saskatch	Z047	1995	Wolf	12.86	Transition	7.60	0.13	31	22
2497	70	38	Saskatch	Z048	1995	NoWolf	12.16	NoWolf	4.62	0.22	31	22
2498	122	83	Saskatch	Z049	1995	Wolf	59.29	Transition	4.58	0.22	31	22
2499	59	57	Saskatch	Z050	1995	Wolf	87.51	Transition	2.18	0.46	31	22
2500	146	48	Saskatch	Z051	1995	Wolf	50.89	Transition	2.51	0.40	31	22
2501	199	37	Saskatch	Z052	1995	Wolf	7.87	Transition	4.13	0.24	31	22
2502	185	61	Saskatch	Z053	1995	Wolf	60.14	Transition	4.17	0.24	31	22
2503	299	70	Saskatch	Z054	1995	Wolf	6.73	Transition	4.45	0.22	31	22
2504	254	44	Saskatch	Z055	1995	Wolf	106.35	Transition	6.60	0.15	31	22
2505	6	2	Saskatch	A111	1996	NoWolf	7.68	NoWolf	2.44	0.41	33	17
2506	2	2	Saskatch	H025	1996	Wolf	97.15	Transition	2.81	0.36	33	17
2507	38	12	Saskatch	H044	1996	Wolf	76.85	Transition	1.50	0.67	33	17
2508	9	3	Saskatch	H075	1996	Wolf	123.44	Transition	0.91	1.10	33	17
2509	8	7	Saskatch	H100	1996	Wolf	58.67	Transition	2.04	0.49	33	17
2510	7	10	Saskatch	H101	1996	Wolf	107.96	Transition	2.89	0.35	33	17
2511	71	12	Saskatch	H102	1996	Wolf	12.51	Transition	6.11	0.16	33	17
2512	16	2	Saskatch	H103	1996	Wolf	24.20	Transition	4.97	0.20	33	17
2513	84	2	Saskatch	H104	1996	Wolf	3.26	Transition	10.11	0.10	33	17
2514	17	4	Saskatch	H105	1996	Wolf	60.18	Transition	3.98	0.25	33	17
2515	42	4	Saskatch	H106	1996	Wolf	11.64	Transition	4.12	0.24	33	17
2516	45	8	Saskatch	H110	1996	Wolf	35.90	Transition	2.17	0.46	33	17
2517	3	0	Saskatch	M037	1996	Wolf	158.25	Transition	2.14	0.47	33	17
2518	19	14	Saskatch	M038	1996	Wolf	145.85	Transition	2.69	0.37	33	17
2519	2	3	Saskatch	M041	1996	Wolf	75.67	Transition	3.29	0.30	33	17
2520	72	17	Saskatch	M047	1996	Wolf	59.77	Transition	10.08	0.10	33	17
2521	5	0	Saskatch	M049	1996	Wolf	63.33	Transition	3.88	0.26	33	17
2522	7	2	Saskatch	M052	1996	Wolf	115.80	Transition	5.61	0.18	33	17
2523	16	24	Saskatch	M053	1996	Wolf	141.60	Transition	1.50	0.66	33	17
2524	42	6	Saskatch	M054	1996	Wolf	60.48	Transition	9.08	0.11	33	17
2525	13	1	Saskatch	M055	1996	Wolf	53.30	Transition	8.32	0.12	33	17
2526	3	1	Saskatch	M056	1996	Wolf	63.99	Transition	4.92	0.20	33	17
2527	9	2	Saskatch	M058	1996	Wolf	89.70	Transition	9.03	0.11	33	17
2528	5	0	Saskatch	M060	1996	Wolf	85.15	Transition	2.38	0.42	33	17
2529	30	5	Saskatch	M081	1996	Wolf	83.75	Transition	7.11	0.14	33	17
2530	0	2	Saskatch	M38B	1996	Wolf	135.98	Transition	3.52	0.28	33	17
2531	5	25	Saskatch	N005	1996	Wolf	246.92	Wolf	0.36	2.81	33	17
2532	2	13	Saskatch	N006	1996	Wolf	240.88	Wolf	0.21	4.78	33	17
2533	7	6	Saskatch	N007	1996	Wolf	283.04	Wolf	0.25	3.97	33	17
2534	1	5	Saskatch	N008	1996	Wolf	375.17	Wolf	0.03	31.52	33	17
2535	2	25	Saskatch	N009	1996	Wolf	383.87	Wolf	0.08	12.90	33	17
2536	1	18	Saskatch	N010	1996	Wolf	469.86	Wolf	0.04	27.94	33	17
2537	1	14	Saskatch	N011	1996	Wolf	316.57	Wolf	0.27	3.67	33	17
2538	13	6	Saskatch	N012	1996	Wolf	217.85	Wolf	0.67	1.49	33	17
2539	27	18	Saskatch	N013	1996	Wolf	222.22	Wolf	1.09	0.92	33	17
2540	26	31	Saskatch	N014	1996	Wolf	271.39	Wolf	0.58	1.71	33	17
2541	20	20	Saskatch	N015	1996	Wolf	298.05	Wolf	0.59	1.69	33	17
2542	2	10	Saskatch	N016	1996	Wolf	372.60	Wolf	0.11	9.01	33	17
2543	0	7	Saskatch	N017	1996	Wolf	407.90	Wolf	0.12	8.68	33	17
2544	2	17	Saskatch	N018	1996	Wolf	518.57	Wolf	0.09	10.66	33	17
2545	4	28	Saskatch	N019	1996	Wolf	447.20	Wolf	0.11	9.47	33	17
2546	7	14	Saskatch	N021	1996	Wolf	273.45	Wolf	0.53	1.88	33	17
2547	0	4	Saskatch	N022	1996	Wolf	595.88	Wolf	0.04	26.50	33	17
2548	0	0	Saskatch	N023	1996	Wolf	702.31	Wolf	0.10	10.26	33	17
2549	0	2	Saskatch	N024	1996	Wolf	741.42	Wolf	na	na	33	17
2550	0	11	Saskatch	N026	1996	Wolf	572.95	Wolf	0.09	11.50	33	17
2551	1	30	Saskatch	N028	1996	Wolf	190.76	Transition	0.70	1.44	33	17
2552	0	0	Saskatch	N031	1996	Wolf	243.65	Wolf	1.14	0.88	33	17
2553	0	7	Saskatch	N032	1996	Wolf	277.91	Wolf	0.15	6.70	33	17
2554	0	4	Saskatch	N033	1996	Wolf	325.92	Wolf	0.32	3.11	33	17
2555	2	9	Saskatch	N034	1996	Wolf	308.95	Wolf	0.13	7.60	33	17
2556	2	17	Saskatch	N035	1996	Wolf	237.73	Wolf	0.27	3.70	33	17
2557	0	13	Saskatch	N050	1996	Wolf	725.41	Wolf	0.01	167.00	33	17
2558	0	9	Saskatch	N057	1996	Wolf	613.92	Wolf	0.02	60.33	33	17
2559	3	16	Saskatch	N066	1996	Wolf	240.73	Wolf	0.29	3.48	33	17
2560	1	30	Saskatch	N068	1996	Wolf	520.28	Wolf	0.03	37.67	33	17
2561	0	3	Saskatch	N071	1996	Wolf	288.48	Wolf	0.16	6.14	33	17
2562	0	9	Saskatch	N074	1996	Wolf	360.77	Wolf	0.20	5.13	33	17
2563	0	2	Saskatch	N078	1996	Wolf	436.02	Wolf	0.05	19.65	33	17
2564	4	5	Saskatch	N079	1996	Wolf	352.06	Wolf	0.06	15.66	33	17
2565	0	8	Saskatch	N080	1996	Wolf	638.78	Wolf	0.02	59.00	33	17
2566	0	0	Saskatch	N086	1996	Wolf	215.76	Wolf	0.56	1.80	33	17
2567	15	25	Saskatch	N090	1996	Wolf	163.41	Transition	0.36	2.81	33	17
2568	1	3	Saskatch	N093	1996	Wolf	661.57	Wolf	0.00	278.50	33	17
2569	11	8	Saskatch	P001	1996	Wolf	117.67	Transition	1.63	0.61	33	17
2570	17	6	Saskatch	P002	1996	Wolf	103.05	Transition	2.57	0.39	33	17
2571	11	8	Saskatch	P003	1996	Wolf	162.24	Transition	1.17	0.85	33	17
2572	0	3	Saskatch	P004	1996	Wolf	196.95	Transition	0.45	2.20	33	17
2573	10	6	Saskatch	P020	1996	NoWolf	235.86	NoWolf	1.47	0.68	33	17
2574	6	0	Saskatch	P027	1996	Wolf	17.82	Transition	6.71	0.15	33	17
2575	38	9	Saskatch	P029	1996	Wolf	136.34	Transition	2.45	0.41	33	17
2576	10	8	Saskatch	P030	1996	Wolf	154.43	Transition	1.17	0.85	33	17
2577	2	6	Saskatch	P036	1996	Wolf	148.26	Transition	0.32	3.13	33	17
2578	32	9	Saskatch	P062	1996	Wolf	122.38	Transition	1.86	0.54	33	17
2579	8	10	Saskatch	P063	1996	Wolf	129.18	Transition	1.36	0.73	33	17
2580	10	8	Saskatch	P064	1996	Wolf	93.99	Transition	1.44	0.69	33	17
2581	0	0	Saskatch	P065	1996	Wolf	198.53	Transition	0.71	1.41	33	17
2582	7	7	Saskatch	P069	1996	Wolf	169.44	Transition	0.43	2.30	33	17
2583	0	1	Saskatch	P072	1996	Wolf	142.77	Transition	0.56	1.79	33	17
2584	3	3	Saskatch	P073	1996	Wolf	158.92	Transition	1.17	0.85	33	17
2585	0	0	Saskatch	P085	1996	Wolf	68.02	Transition	1.32	0.76	33	17
2586	1	9	Saskatch	P088	1996	Wolf	177.64	Transition	0.38	2.66	33	17
2587	331	43	Saskatch	Z001	1996	NoWolf	347.73	NoWolf	3.54	0.28	33	17
2588	689	61	Saskatch	Z002	1996	NoWolf	410.27	NoWolf	4.63	0.22	33	17
2589	98	4	Saskatch	Z003	1996	NoWolf	445.70	NoWolf	6.92	0.14	33	17
2590	411	96	Saskatch	Z004	1996	NoWolf	347.78	NoWolf	1.96	0.51	33	17
2591	226	32	Saskatch	Z005	1996	NoWolf	329.51	NoWolf	3.68	0.27	33	17
2592	369	25	Saskatch	Z006	1996	NoWolf	379.08	NoWolf	6.24	0.16	33	17
2593	83	7	Saskatch	Z007	1996	NoWolf	397.56	NoWolf	1.50	0.66	33	17
2594	243	20	Saskatch	Z008	1996	NoWolf	329.21	NoWolf	1.46	0.68	33	17
2595	103	13	Saskatch	Z009	1996	NoWolf	325.34	NoWolf	1.68	0.60	33	17
2596	260	49	Saskatch	Z010	1996	NoWolf	287.31	NoWolf	2.40	0.42	33	17
2597	58	5	Saskatch	Z011	1996	NoWolf	275.53	NoWolf	1.77	0.56	33	17
2598	0	0	Saskatch	Z012	1996	NoWolf	254.38	NoWolf	1.68	0.60	33	17
2599	115	46	Saskatch	Z013	1996	NoWolf	269.84	NoWolf	2.68	0.37	33	17
2600	169	32	Saskatch	Z014	1996	NoWolf	241.27	NoWolf	2.80	0.36	33	17
2601	264	48	Saskatch	Z015	1996	NoWolf	260.99	NoWolf	1.63	0.61	33	17
2602	223	61	Saskatch	Z016	1996	NoWolf	200.19	NoWolf	1.16	0.87	33	17
2603	299	86	Saskatch	Z017	1996	NoWolf	176.12	NoWolf	2.83	0.35	33	17
2604	239	34	Saskatch	Z018	1996	NoWolf	259.53	NoWolf	2.10	0.48	33	17
2605	641	80	Saskatch	Z019	1996	NoWolf	275.22	NoWolf	2.82	0.35	33	17
2606	540	173	Saskatch	Z021	1996	NoWolf	153.61	NoWolf	2.91	0.34	33	17
2607	164	51	Saskatch	Z022	1996	NoWolf	150.38	NoWolf	3.71	0.27	33	17
2608	116	5	Saskatch	Z023	1996	NoWolf	197.45	NoWolf	3.01	0.33	33	17
2609	236	18	Saskatch	Z024	1996	NoWolf	202.82	NoWolf	4.95	0.20	33	17
2610	60	31	Saskatch	Z025	1996	NoWolf	194.38	NoWolf	2.53	0.40	33	17
2611	32	1	Saskatch	Z026	1996	NoWolf	173.97	NoWolf	3.06	0.33	33	17
2612	71	14	Saskatch	Z027	1996	NoWolf	116.47	NoWolf	1.78	0.56	33	17
2613	10	1	Saskatch	Z028	1996	NoWolf	133.32	NoWolf	4.42	0.23	33	17
2614	63	9	Saskatch	Z029	1996	NoWolf	141.90	NoWolf	3.29	0.30	33	17
2615	563	122	Saskatch	Z030	1996	NoWolf	81.95	NoWolf	3.45	0.29	33	17
2616	15	5	Saskatch	Z031	1996	NoWolf	198.93	NoWolf	2.03	0.49	33	17
2617	174	96	Saskatch	Z032	1996	NoWolf	159.44	NoWolf	2.67	0.38	33	17
2618	200	49	Saskatch	Z033	1996	NoWolf	152.09	NoWolf	3.96	0.25	33	17
2619	162	34	Saskatch	Z034	1996	NoWolf	109.11	NoWolf	4.62	0.22	33	17
2620	111	43	Saskatch	Z035	1996	NoWolf	64.72	NoWolf	5.12	0.20	33	17
2621	212	51	Saskatch	Z036	1996	NoWolf	138.51	NoWolf	3.23	0.31	33	17
2622	296	142	Saskatch	Z037	1996	NoWolf	50.16	NoWolf	3.49	0.29	33	17
2623	376	143	Saskatch	Z038	1996	NoWolf	140.06	NoWolf	3.12	0.32	33	17
2624	334	112	Saskatch	Z039	1996	NoWolf	81.83	NoWolf	4.19	0.24	33	17
2625	322	41	Saskatch	Z040	1996	NoWolf	52.17	NoWolf	3.36	0.30	33	17
2626	623	119	Saskatch	Z041	1996	NoWolf	61.13	NoWolf	2.77	0.36	33	17
2627	212	27	Saskatch	Z042	1996	Wolf	2.67	Transition	3.62	0.28	33	17
2628	303	62	Saskatch	Z043	1996	Wolf	50.71	Transition	2.45	0.41	33	17
2629	325	57	Saskatch	Z044	1996	NoWolf	46.63	NoWolf	3.69	0.27	33	17
2630	793	112	Saskatch	Z045	1996	NoWolf	48.41	NoWolf	5.71	0.18	33	17
2631	220	17	Saskatch	Z046	1996	NoWolf	75.22	NoWolf	7.59	0.13	33	17
2632	633	128	Saskatch	Z047	1996	Wolf	12.86	Transition	7.60	0.13	33	17
2633	189	45	Saskatch	Z048	1996	NoWolf	12.16	NoWolf	4.62	0.22	33	17
2634	222	79	Saskatch	Z049	1996	Wolf	59.29	Transition	4.58	0.22	33	17
2635	119	35	Saskatch	Z050	1996	Wolf	87.51	Transition	2.18	0.46	33	17
2636	116	26	Saskatch	Z051	1996	Wolf	50.89	Transition	2.51	0.40	33	17
2637	172	20	Saskatch	Z052	1996	Wolf	7.87	Transition	4.13	0.24	33	17
2638	128	61	Saskatch	Z053	1996	Wolf	60.14	Transition	4.17	0.24	33	17
2639	611	119	Saskatch	Z054	1996	Wolf	6.73	Transition	4.45	0.22	33	17
2640	284	69	Saskatch	Z055	1996	Wolf	106.35	Transition	6.60	0.15	33	17
2641	3	1	Saskatch	A111	1997	NoWolf	7.68	NoWolf	2.44	0.41	27	18
2642	38	2	Saskatch	H025	1997	Wolf	97.15	Transition	2.81	0.36	27	18
2643	8	6	Saskatch	H044	1997	Wolf	76.85	Transition	1.50	0.67	27	18
2644	1	3	Saskatch	H075	1997	Wolf	123.44	Transition	0.91	1.10	27	18
2645	30	13	Saskatch	H100	1997	Wolf	58.67	Transition	2.04	0.49	27	18
2646	8	2	Saskatch	H101	1997	Wolf	107.96	Transition	2.89	0.35	27	18
2647	65	9	Saskatch	H102	1997	Wolf	12.51	Transition	6.11	0.16	27	18
2648	2	1	Saskatch	H103	1997	Wolf	24.20	Transition	4.97	0.20	27	18
2649	41	3	Saskatch	H104	1997	Wolf	3.26	Transition	10.11	0.10	27	18
2650	33	12	Saskatch	H105	1997	Wolf	60.18	Transition	3.98	0.25	27	18
2651	39	1	Saskatch	H106	1997	Wolf	11.64	Transition	4.12	0.24	27	18
2652	6	3	Saskatch	H110	1997	Wolf	35.90	Transition	2.17	0.46	27	18
2653	3	4	Saskatch	M037	1997	Wolf	158.25	Transition	2.14	0.47	27	18
2654	59	25	Saskatch	M038	1997	Wolf	145.85	Transition	2.69	0.37	27	18
2655	13	1	Saskatch	M041	1997	Wolf	75.67	Transition	3.29	0.30	27	18
2656	136	13	Saskatch	M047	1997	Wolf	59.77	Transition	10.08	0.10	27	18
2657	2	0	Saskatch	M049	1997	Wolf	63.33	Transition	3.88	0.26	27	18
2658	3	1	Saskatch	M052	1997	Wolf	115.80	Transition	5.61	0.18	27	18
2659	14	20	Saskatch	M053	1997	Wolf	141.60	Transition	1.50	0.66	27	18
2660	24	5	Saskatch	M054	1997	Wolf	60.48	Transition	9.08	0.11	27	18
2661	19	3	Saskatch	M055	1997	Wolf	53.30	Transition	8.32	0.12	27	18
2662	6	6	Saskatch	M056	1997	Wolf	63.99	Transition	4.92	0.20	27	18
2663	4	4	Saskatch	M058	1997	Wolf	89.70	Transition	9.03	0.11	27	18
2664	24	11	Saskatch	M060	1997	Wolf	85.15	Transition	2.38	0.42	27	18
2665	24	5	Saskatch	M081	1997	Wolf	83.75	Transition	7.11	0.14	27	18
2666	16	2	Saskatch	M38B	1997	Wolf	135.98	Transition	3.52	0.28	27	18
2667	3	12	Saskatch	N005	1997	Wolf	246.92	Wolf	0.36	2.81	27	18
2668	4	29	Saskatch	N006	1997	Wolf	240.88	Wolf	0.21	4.78	27	18
2669	5	10	Saskatch	N007	1997	Wolf	283.04	Wolf	0.25	3.97	27	18
2670	2	6	Saskatch	N008	1997	Wolf	375.17	Wolf	0.03	31.52	27	18
2671	1	24	Saskatch	N009	1997	Wolf	383.87	Wolf	0.08	12.90	27	18
2672	0	14	Saskatch	N010	1997	Wolf	469.86	Wolf	0.04	27.94	27	18
2673	3	20	Saskatch	N011	1997	Wolf	316.57	Wolf	0.27	3.67	27	18
2674	10	7	Saskatch	N012	1997	Wolf	217.85	Wolf	0.67	1.49	27	18
2675	8	12	Saskatch	N013	1997	Wolf	222.22	Wolf	1.09	0.92	27	18
2676	27	36	Saskatch	N014	1997	Wolf	271.39	Wolf	0.58	1.71	27	18
2677	14	14	Saskatch	N015	1997	Wolf	298.05	Wolf	0.59	1.69	27	18
2678	4	17	Saskatch	N016	1997	Wolf	372.60	Wolf	0.11	9.01	27	18
2679	2	9	Saskatch	N017	1997	Wolf	407.90	Wolf	0.12	8.68	27	18
2680	0	3	Saskatch	N018	1997	Wolf	518.57	Wolf	0.09	10.66	27	18
2681	1	20	Saskatch	N019	1997	Wolf	447.20	Wolf	0.11	9.47	27	18
2682	3	7	Saskatch	N021	1997	Wolf	273.45	Wolf	0.53	1.88	27	18
2683	0	0	Saskatch	N022	1997	Wolf	595.88	Wolf	0.04	26.50	27	18
2684	0	0	Saskatch	N023	1997	Wolf	702.31	Wolf	0.10	10.26	27	18
2685	0	0	Saskatch	N024	1997	Wolf	741.42	Wolf	na	na	27	18
2686	0	10	Saskatch	N026	1997	Wolf	572.95	Wolf	0.09	11.50	27	18
2687	1	16	Saskatch	N028	1997	Wolf	190.76	Transition	0.70	1.44	27	18
2688	0	0	Saskatch	N031	1997	Wolf	243.65	Wolf	1.14	0.88	27	18
2689	1	2	Saskatch	N032	1997	Wolf	277.91	Wolf	0.15	6.70	27	18
2690	1	4	Saskatch	N033	1997	Wolf	325.92	Wolf	0.32	3.11	27	18
2691	0	1	Saskatch	N034	1997	Wolf	308.95	Wolf	0.13	7.60	27	18
2692	2	9	Saskatch	N035	1997	Wolf	237.73	Wolf	0.27	3.70	27	18
2693	0	4	Saskatch	N050	1997	Wolf	725.41	Wolf	0.01	167.00	27	18
2694	0	7	Saskatch	N057	1997	Wolf	613.92	Wolf	0.02	60.33	27	18
2695	6	17	Saskatch	N066	1997	Wolf	240.73	Wolf	0.29	3.48	27	18
2696	1	0	Saskatch	N068	1997	Wolf	520.28	Wolf	0.03	37.67	27	18
2697	9	0	Saskatch	N071	1997	Wolf	288.48	Wolf	0.16	6.14	27	18
2698	1	1	Saskatch	N074	1997	Wolf	360.77	Wolf	0.20	5.13	27	18
2699	0	5	Saskatch	N078	1997	Wolf	436.02	Wolf	0.05	19.65	27	18
2700	1	12	Saskatch	N079	1997	Wolf	352.06	Wolf	0.06	15.66	27	18
2701	0	10	Saskatch	N080	1997	Wolf	638.78	Wolf	0.02	59.00	27	18
2702	0	0	Saskatch	N086	1997	Wolf	215.76	Wolf	0.56	1.80	27	18
2703	9	31	Saskatch	N090	1997	Wolf	163.41	Transition	0.36	2.81	27	18
2704	0	19	Saskatch	N093	1997	Wolf	661.57	Wolf	0.00	278.50	27	18
2705	5	1	Saskatch	P001	1997	Wolf	117.67	Transition	1.63	0.61	27	18
2706	10	10	Saskatch	P002	1997	Wolf	103.05	Transition	2.57	0.39	27	18
2707	10	2	Saskatch	P003	1997	Wolf	162.24	Transition	1.17	0.85	27	18
2708	1	2	Saskatch	P004	1997	Wolf	196.95	Transition	0.45	2.20	27	18
2709	8	9	Saskatch	P020	1997	NoWolf	235.86	NoWolf	1.47	0.68	27	18
2710	8	0	Saskatch	P027	1997	Wolf	17.82	Transition	6.71	0.15	27	18
2711	3	5	Saskatch	P029	1997	Wolf	136.34	Transition	2.45	0.41	27	18
2712	2	4	Saskatch	P030	1997	Wolf	154.43	Transition	1.17	0.85	27	18
2713	0	1	Saskatch	P036	1997	Wolf	148.26	Transition	0.32	3.13	27	18
2714	2	4	Saskatch	P062	1997	Wolf	122.38	Transition	1.86	0.54	27	18
2715	0	0	Saskatch	P063	1997	Wolf	129.18	Transition	1.36	0.73	27	18
2716	5	4	Saskatch	P064	1997	Wolf	93.99	Transition	1.44	0.69	27	18
2717	0	0	Saskatch	P065	1997	Wolf	198.53	Transition	0.71	1.41	27	18
2718	2	2	Saskatch	P069	1997	Wolf	169.44	Transition	0.43	2.30	27	18
2719	0	0	Saskatch	P072	1997	Wolf	142.77	Transition	0.56	1.79	27	18
2720	1	3	Saskatch	P073	1997	Wolf	158.92	Transition	1.17	0.85	27	18
2721	0	0	Saskatch	P085	1997	Wolf	68.02	Transition	1.32	0.76	27	18
2722	0	13	Saskatch	P088	1997	Wolf	177.64	Transition	0.38	2.66	27	18
2723	183	23	Saskatch	Z001	1997	NoWolf	347.73	NoWolf	3.54	0.28	27	18
2724	492	35	Saskatch	Z002	1997	NoWolf	410.27	NoWolf	4.63	0.22	27	18
2725	120	6	Saskatch	Z003	1997	NoWolf	445.70	NoWolf	6.92	0.14	27	18
2726	113	37	Saskatch	Z004	1997	NoWolf	347.78	NoWolf	1.96	0.51	27	18
2727	22	2	Saskatch	Z005	1997	NoWolf	329.51	NoWolf	3.68	0.27	27	18
2728	222	3	Saskatch	Z006	1997	NoWolf	379.08	NoWolf	6.24	0.16	27	18
2729	188	13	Saskatch	Z007	1997	NoWolf	397.56	NoWolf	1.50	0.66	27	18
2730	48	0	Saskatch	Z008	1997	NoWolf	329.21	NoWolf	1.46	0.68	27	18
2731	40	11	Saskatch	Z009	1997	NoWolf	325.34	NoWolf	1.68	0.60	27	18
2732	93	36	Saskatch	Z010	1997	NoWolf	287.31	NoWolf	2.40	0.42	27	18
2733	90	12	Saskatch	Z011	1997	NoWolf	275.53	NoWolf	1.77	0.56	27	18
2734	34	4	Saskatch	Z012	1997	NoWolf	254.38	NoWolf	1.68	0.60	27	18
2735	316	40	Saskatch	Z013	1997	NoWolf	269.84	NoWolf	2.68	0.37	27	18
2736	104	39	Saskatch	Z014	1997	NoWolf	241.27	NoWolf	2.80	0.36	27	18
2737	135	45	Saskatch	Z015	1997	NoWolf	260.99	NoWolf	1.63	0.61	27	18
2738	83	48	Saskatch	Z016	1997	NoWolf	200.19	NoWolf	1.16	0.87	27	18
2739	101	20	Saskatch	Z017	1997	NoWolf	176.12	NoWolf	2.83	0.35	27	18
2740	276	40	Saskatch	Z018	1997	NoWolf	259.53	NoWolf	2.10	0.48	27	18
2741	241	37	Saskatch	Z019	1997	NoWolf	275.22	NoWolf	2.82	0.35	27	18
2742	249	74	Saskatch	Z021	1997	NoWolf	153.61	NoWolf	2.91	0.34	27	18
2743	40	13	Saskatch	Z022	1997	NoWolf	150.38	NoWolf	3.71	0.27	27	18
2744	64	20	Saskatch	Z023	1997	NoWolf	197.45	NoWolf	3.01	0.33	27	18
2745	155	19	Saskatch	Z024	1997	NoWolf	202.82	NoWolf	4.95	0.20	27	18
2746	28	14	Saskatch	Z025	1997	NoWolf	194.38	NoWolf	2.53	0.40	27	18
2747	99	17	Saskatch	Z026	1997	NoWolf	173.97	NoWolf	3.06	0.33	27	18
2748	54	9	Saskatch	Z027	1997	NoWolf	116.47	NoWolf	1.78	0.56	27	18
2749	0	0	Saskatch	Z028	1997	NoWolf	133.32	NoWolf	4.42	0.23	27	18
2750	139	37	Saskatch	Z029	1997	NoWolf	141.90	NoWolf	3.29	0.30	27	18
2751	170	13	Saskatch	Z030	1997	NoWolf	81.95	NoWolf	3.45	0.29	27	18
2752	132	44	Saskatch	Z031	1997	NoWolf	198.93	NoWolf	2.03	0.49	27	18
2753	35	11	Saskatch	Z032	1997	NoWolf	159.44	NoWolf	2.67	0.38	27	18
2754	250	39	Saskatch	Z033	1997	NoWolf	152.09	NoWolf	3.96	0.25	27	18
2755	117	11	Saskatch	Z034	1997	NoWolf	109.11	NoWolf	4.62	0.22	27	18
2756	69	14	Saskatch	Z035	1997	NoWolf	64.72	NoWolf	5.12	0.20	27	18
2757	58	15	Saskatch	Z036	1997	NoWolf	138.51	NoWolf	3.23	0.31	27	18
2758	162	58	Saskatch	Z037	1997	NoWolf	50.16	NoWolf	3.49	0.29	27	18
2759	98	55	Saskatch	Z038	1997	NoWolf	140.06	NoWolf	3.12	0.32	27	18
2760	317	59	Saskatch	Z039	1997	NoWolf	81.83	NoWolf	4.19	0.24	27	18
2761	237	69	Saskatch	Z040	1997	NoWolf	52.17	NoWolf	3.36	0.30	27	18
2762	329	89	Saskatch	Z041	1997	NoWolf	61.13	NoWolf	2.77	0.36	27	18
2763	138	66	Saskatch	Z042	1997	Wolf	2.67	Transition	3.62	0.28	27	18
2764	313	45	Saskatch	Z043	1997	Wolf	50.71	Transition	2.45	0.41	27	18
2765	19	1	Saskatch	Z044	1997	NoWolf	46.63	NoWolf	3.69	0.27	27	18
2766	244	37	Saskatch	Z045	1997	NoWolf	48.41	NoWolf	5.71	0.18	27	18
2767	101	8	Saskatch	Z046	1997	NoWolf	75.22	NoWolf	7.59	0.13	27	18
2768	410	4	Saskatch	Z047	1997	Wolf	12.86	Transition	7.60	0.13	27	18
2769	158	46	Saskatch	Z048	1997	NoWolf	12.16	NoWolf	4.62	0.22	27	18
2770	219	113	Saskatch	Z049	1997	Wolf	59.29	Transition	4.58	0.22	27	18
2771	24	3	Saskatch	Z050	1997	Wolf	87.51	Transition	2.18	0.46	27	18
2772	75	18	Saskatch	Z051	1997	Wolf	50.89	Transition	2.51	0.40	27	18
2773	9	3	Saskatch	Z052	1997	Wolf	7.87	Transition	4.13	0.24	27	18
2774	71	37	Saskatch	Z053	1997	Wolf	60.14	Transition	4.17	0.24	27	18
2775	240	68	Saskatch	Z054	1997	Wolf	6.73	Transition	4.45	0.22	27	18
2776	330	90	Saskatch	Z055	1997	Wolf	106.35	Transition	6.60	0.15	27	18
2777	14	15	Saskatch	A111	1998	NoWolf	7.68	NoWolf	2.44	0.41	22	14
2778	2	0	Saskatch	H025	1998	Wolf	97.15	Transition	2.81	0.36	22	14
2779	6	4	Saskatch	H044	1998	Wolf	76.85	Transition	1.50	0.67	22	14
2780	0	1	Saskatch	H075	1998	Wolf	123.44	Transition	0.91	1.10	22	14
2781	18	10	Saskatch	H100	1998	Wolf	58.67	Transition	2.04	0.49	22	14
2782	18	5	Saskatch	H101	1998	Wolf	107.96	Transition	2.89	0.35	22	14
2783	43	5	Saskatch	H102	1998	Wolf	12.51	Transition	6.11	0.16	22	14
2784	17	7	Saskatch	H103	1998	Wolf	24.20	Transition	4.97	0.20	22	14
2785	5	0	Saskatch	H104	1998	Wolf	3.26	Transition	10.11	0.10	22	14
2786	39	2	Saskatch	H105	1998	Wolf	60.18	Transition	3.98	0.25	22	14
